Dyad,FocalID,IndividualID,Father,Mat_Bro,Pat_Bro,Family,Focal_age,ID2_age,Age_Diff,Total_Scans,Total_Hours,Total_Minutes,Total_Follows,tally_Within1,tally_One_Five,Within_Five,Five_Twenty,AlloGr,MutlGr,RecvGr,Groom,Association
Wes_Wayne,Wes,Wayne,NoDad,NoBro,NoBro,Unrelated,17.26,18.68,1.42,316,43.43,2605.8,46,3,12,15,21,2.45,2.47,1.17,6.09,37
Wilson_Wayne,Wilson,Wayne,NoDad,NoBro,NoBro,Unrelated,14.76,18.68,3.92,321,46.98,2818.8,48,0,0,0,0,0,0,0,0,2
Abrams_Hawkins,Abrams,Hawkins,NoDad,NoBro,NoBro,Unrelated,14.76,19.68,4.92,297,42.85,2571,45,0,0,0,0,0,0,0,0,6
Barron_Hawkins,Barron,Hawkins,NoDad,NoBro,Bro,Pat_Bro,13.51,19.68,6.17,283,41.91,2514.6,45,0,0,0,0,0,0,0,0,1
Benny_Hawkins,Benny,Hawkins,NoDad,NoBro,NoBro,Unrelated,14.26,19.68,5.42,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,1
Booker_Hawkins,Booker,Hawkins,NoDad,NoBro,Bro,Pat_Bro,12.39,19.68,7.29,305,43.99,2639.4,46,0,0,0,0,0,0,0,0,4
Buckner_Hawkins,Buckner,Hawkins,NoDad,NoBro,NoBro,Unrelated,14.68,19.68,5,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,0
Django_Hawkins,Django,Hawkins,NoDad,NoBro,NoBro,Unrelated,17.68,19.68,2,309,44.26,2655.6,46,0,0,0,0,0,0,0,0,1
Erroll_Hawkins,Erroll,Hawkins,NoDad,NoBro,NoBro,Unrelated,12.67,19.68,7.01,314,46.36,2781.6,48,0,0,0,0,0,0,0,0,4
Evans_Hawkins,Evans,Hawkins,NoDad,NoBro,NoBro,Unrelated,18.68,19.68,1,313,45.11,2706.6,47,0,1,1,0,0,0,0,0,6
Haden_Hawkins,Haden,Hawkins,NoDad,NoBro,NoBro,Unrelated,15.68,19.68,4,313,43.21,2592.6,46,0,0,0,0,0,0,0,0,4
Hicks_Hawkins,Hicks,Hawkins,NoDad,NoBro,NoBro,Unrelated,17.68,19.68,2,325,47.07,2824.2,50,0,0,0,0,0,0,0,0,8
Lovano_Hawkins,Lovano,Hawkins,NoDad,NoBro,Bro,Pat_Bro,14.93,19.68,4.75,310,44.5,2670,46,0,0,0,0,0,0,0,0,3
Mitchell_Hawkins,Mitchell,Hawkins,NoDad,NoBro,NoBro,Unrelated,15.68,19.68,4,252,35.89,2153.4,38,2,16,18,33,1.3,0,0.3,1.6,30
Peterson_Hawkins,Peterson,Hawkins,NoDad,NoBro,NoBro,Unrelated,19.68,19.68,0,289,40.94,2456.4,43,0,0,0,0,0,0,0,0,0
Porkpie_Hawkins,Porkpie,Hawkins,NoDad,NoBro,NoBro,Unrelated,20.68,19.68,-1,300,43.38,2602.8,45,0,0,0,0,0,0,0,0,2
Wayne_Hawkins,Wayne,Hawkins,NoDad,NoBro,NoBro,Unrelated,18.68,19.68,1,300,43.77,2626.2,45,0,0,0,0,0,0,0,0,0
Wes_Hawkins,Wes,Hawkins,NoDad,NoBro,NoBro,Unrelated,17.26,19.68,2.42,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,0
Wilson_Hawkins,Wilson,Hawkins,NoDad,NoBro,NoBro,Unrelated,14.76,19.68,4.92,321,46.98,2818.8,48,0,0,0,0,0,0,0,0,3
Abrams_Peterson,Abrams,Peterson,NoDad,NoBro,NoBro,Unrelated,14.76,19.68,4.92,297,42.85,2571,45,0,2,2,2,0.18,0,0,0.18,23
Barron_Peterson,Barron,Peterson,NoDad,NoBro,NoBro,Unrelated,13.51,19.68,6.17,283,41.91,2514.6,45,0,0,0,2,0.43,0,0,0.43,17
Benny_Peterson,Benny,Peterson,NoDad,NoBro,Bro,Pat_Bro,14.26,19.68,5.42,314,43.22,2593.2,45,1,6,7,4,0,0,0,0,11
Booker_Peterson,Booker,Peterson,NoDad,NoBro,NoBro,Unrelated,12.39,19.68,7.29,305,43.99,2639.4,46,0,0,0,4,0.95,0,0,0.95,18
Buckner_Peterson,Buckner,Peterson,NoDad,NoBro,NoBro,Unrelated,14.68,19.68,5,298,41.71,2502.6,45,1,8,9,6,1.7,0,0.42,2.12,16
Django_Peterson,Django,Peterson,NoDad,NoBro,NoBro,Unrelated,17.68,19.68,2,309,44.26,2655.6,46,1,0,1,1,0.75,0,0,0.75,19
Erroll_Peterson,Erroll,Peterson,NoDad,NoBro,NoBro,Unrelated,12.67,19.68,7.01,314,46.36,2781.6,48,1,0,1,4,0,0,0,0,17
Evans_Peterson,Evans,Peterson,NoDad,NoBro,NoBro,Unrelated,18.68,19.68,1,313,45.11,2706.6,47,0,8,8,2,0.57,0,0,0.57,12
Haden_Peterson,Haden,Peterson,NoDad,NoBro,NoBro,Unrelated,15.68,19.68,4,313,43.21,2592.6,46,1,1,2,7,0.3,0,0,0.3,22
Hawkins_Peterson,Hawkins,Peterson,NoDad,NoBro,NoBro,Unrelated,19.68,19.68,0,248,35.25,2115,38,0,0,0,3,2.17,0,0,2.17,6
Hicks_Peterson,Hicks,Peterson,NoDad,NoBro,NoBro,Unrelated,17.68,19.68,2,325,47.07,2824.2,50,1,8,9,6,0,0,0,0,18
Lovano_Peterson,Lovano,Peterson,NoDad,NoBro,NoBro,Unrelated,14.93,19.68,4.75,310,44.5,2670,46,0,0,0,7,1.93,0,0,1.93,15
Mitchell_Peterson,Mitchell,Peterson,NoDad,NoBro,NoBro,Unrelated,15.68,19.68,4,252,35.89,2153.4,38,0,2,2,1,0.8,0,0,0.8,7
Porkpie_Peterson,Porkpie,Peterson,NoDad,NoBro,NoBro,Unrelated,20.68,19.68,-1,300,43.38,2602.8,45,0,5,5,4,0,0,0,0,15
Wayne_Peterson,Wayne,Peterson,NoDad,NoBro,NoBro,Unrelated,18.68,19.68,1,300,43.77,2626.2,45,0,3,3,4,0.92,0,0,0.92,13
Wes_Peterson,Wes,Peterson,NoDad,NoBro,NoBro,Unrelated,17.26,19.68,2.42,316,43.43,2605.8,46,5,9,14,5,15.79,1.22,2.96,19.97,14
Wilson_Peterson,Wilson,Peterson,NoDad,NoBro,NoBro,Unrelated,14.76,19.68,4.92,321,46.98,2818.8,48,1,2,3,4,12.45,0,0,12.45,18
Abrams_Herbie,Abrams,Herbie,NoDad,NoBro,NoBro,Unrelated,14.76,20.68,5.92,297,42.85,2571,45,0,0,0,0,0,0,0,0,0
Barron_Herbie,Barron,Herbie,NoDad,NoBro,NoBro,Unrelated,13.51,20.68,7.17,283,41.91,2514.6,45,0,0,0,0,0,0,0,0,0
Benny_Herbie,Benny,Herbie,NoDad,NoBro,NoBro,Unrelated,14.26,20.68,6.42,314,43.22,2593.2,45,0,0,0,5,0,0,0,0,10
Booker_Herbie,Booker,Herbie,NoDad,NoBro,NoBro,Unrelated,12.39,20.68,8.29,305,43.99,2639.4,46,0,0,0,0,0,0,0,0,0
Buckner_Herbie,Buckner,Herbie,NoDad,NoBro,NoBro,Unrelated,14.68,20.68,6,298,41.71,2502.6,45,0,0,0,1,0,0,0,0,8
Django_Herbie,Django,Herbie,NoDad,NoBro,NoBro,Unrelated,17.68,20.68,3,309,44.26,2655.6,46,0,0,0,0,0,0,0,0,0
Erroll_Herbie,Erroll,Herbie,NoDad,NoBro,NoBro,Unrelated,12.67,20.68,8.01,314,46.36,2781.6,48,0,0,0,0,0,0,0,0,0
Evans_Herbie,Evans,Herbie,NoDad,NoBro,NoBro,Unrelated,18.68,20.68,2,313,45.11,2706.6,47,0,0,0,0,0,0,0,0,0
Haden_Herbie,Haden,Herbie,NoDad,NoBro,NoBro,Unrelated,15.68,20.68,5,313,43.21,2592.6,46,0,0,0,0,0,0,0,0,0
Hawkins_Herbie,Hawkins,Herbie,NoDad,NoBro,NoBro,Unrelated,19.68,20.68,1,248,35.25,2115,38,0,0,0,0,0,0,0,0,0
Hicks_Herbie,Hicks,Herbie,NoDad,NoBro,NoBro,Unrelated,17.68,20.68,3,325,47.07,2824.2,50,0,0,0,0,0,0,0,0,0
Lovano_Herbie,Lovano,Herbie,NoDad,NoBro,NoBro,Unrelated,14.93,20.68,5.75,310,44.5,2670,46,0,0,0,0,0,0,0,0,0
Mitchell_Herbie,Mitchell,Herbie,NoDad,NoBro,NoBro,Unrelated,15.68,20.68,5,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,0
Peterson_Herbie,Peterson,Herbie,NoDad,NoBro,NoBro,Unrelated,19.68,20.68,1,289,40.94,2456.4,43,0,5,5,3,0,0,0,0,3
Porkpie_Herbie,Porkpie,Herbie,NoDad,NoBro,NoBro,Unrelated,20.68,20.68,0,300,43.38,2602.8,45,0,0,0,0,0,0,0,0,1
Wayne_Herbie,Wayne,Herbie,NoDad,NoBro,NoBro,Unrelated,18.68,20.68,2,300,43.77,2626.2,45,1,4,5,3,0.42,0,0,0.42,9
Wes_Herbie,Wes,Herbie,NoDad,NoBro,NoBro,Unrelated,17.26,20.68,3.42,316,43.43,2605.8,46,0,8,8,0,0,0,0,0,7
Wilson_Herbie,Wilson,Herbie,NoDad,NoBro,NoBro,Unrelated,14.76,20.68,5.92,321,46.98,2818.8,48,0,0,0,0,0,0,0,0,0
Abrams_Hutcherson,Abrams,Hutcherson,NoDad,NoBro,NoBro,Unrelated,14.76,20.68,5.92,297,42.85,2571,45,0,0,0,0,0.13,0,0,0.13,3
Barron_Hutcherson,Barron,Hutcherson,NoDad,NoBro,NoBro,Unrelated,13.51,20.68,7.17,283,41.91,2514.6,45,0,0,0,0,0,0,0,0,2
Benny_Hutcherson,Benny,Hutcherson,NoDad,NoBro,NoBro,Unrelated,14.26,20.68,6.42,314,43.22,2593.2,45,0,3,3,23,0,0,0,0,34
Booker_Hutcherson,Booker,Hutcherson,NoDad,NoBro,NoBro,Unrelated,12.39,20.68,8.29,305,43.99,2639.4,46,0,0,0,0,0,0,0,0,0
Buckner_Hutcherson,Buckner,Hutcherson,NoDad,NoBro,NoBro,Unrelated,14.68,20.68,6,298,41.71,2502.6,45,1,4,5,21,0,0,0,0,33
Django_Hutcherson,Django,Hutcherson,NoDad,NoBro,NoBro,Unrelated,17.68,20.68,3,309,44.26,2655.6,46,0,0,0,0,0,0,0,0,1
Erroll_Hutcherson,Erroll,Hutcherson,NoDad,NoBro,NoBro,Unrelated,12.67,20.68,8.01,314,46.36,2781.6,48,0,0,0,0,0,0,0,0,0
Evans_Hutcherson,Evans,Hutcherson,NoDad,NoBro,NoBro,Unrelated,18.68,20.68,2,313,45.11,2706.6,47,0,0,0,0,0,0,0,0,1
Haden_Hutcherson,Haden,Hutcherson,NoDad,NoBro,NoBro,Unrelated,15.68,20.68,5,313,43.21,2592.6,46,0,0,0,0,0,0,0,0,0
Hawkins_Hutcherson,Hawkins,Hutcherson,NoDad,NoBro,NoBro,Unrelated,19.68,20.68,1,248,35.25,2115,38,0,0,0,0,0,0,0,0,0
Hicks_Hutcherson,Hicks,Hutcherson,NoDad,NoBro,NoBro,Unrelated,17.68,20.68,3,325,47.07,2824.2,50,0,0,0,0,0,0,0,0,0
Lovano_Hutcherson,Lovano,Hutcherson,NoDad,NoBro,NoBro,Unrelated,14.93,20.68,5.75,310,44.5,2670,46,0,0,0,0,0,0,0,0,0
Mitchell_Hutcherson,Mitchell,Hutcherson,NoDad,NoBro,NoBro,Unrelated,15.68,20.68,5,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,0
Peterson_Hutcherson,Peterson,Hutcherson,NoDad,NoBro,NoBro,Unrelated,19.68,20.68,1,289,40.94,2456.4,43,0,2,2,3,0,0,0,0,13
Porkpie_Hutcherson,Porkpie,Hutcherson,NoDad,NoBro,Bro,Pat_Bro,20.68,20.68,0,300,43.38,2602.8,45,0,0,0,1,0,0,0,0,1
Wayne_Hutcherson,Wayne,Hutcherson,NoDad,NoBro,NoBro,Unrelated,18.68,20.68,2,300,43.77,2626.2,45,0,5,5,15,0,0,0,0,32
Wes_Hutcherson,Wes,Hutcherson,NoDad,NoBro,NoBro,Unrelated,17.26,20.68,3.42,316,43.43,2605.8,46,3,12,15,26,5.99,2.15,4.89,13.03,37
Wilson_Hutcherson,Wilson,Hutcherson,NoDad,NoBro,NoBro,Unrelated,14.76,20.68,5.92,321,46.98,2818.8,48,0,0,0,0,0,0,0,0,0
Abrams_Porkpie,Abrams,Porkpie,NoDad,NoBro,NoBro,Unrelated,14.76,20.68,5.92,297,42.85,2571,45,0,0,0,7,0,0,0,0,22
Barron_Porkpie,Barron,Porkpie,NoDad,NoBro,NoBro,Unrelated,13.51,20.68,7.17,283,41.91,2514.6,45,0,1,1,8,0,0,0,0,15
Benny_Porkpie,Benny,Porkpie,NoDad,NoBro,NoBro,Unrelated,14.26,20.68,6.42,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,5
Booker_Porkpie,Booker,Porkpie,NoDad,NoBro,NoBro,Unrelated,12.39,20.68,8.29,305,43.99,2639.4,46,3,2,5,10,18.69,0,0,18.69,23
Buckner_Porkpie,Buckner,Porkpie,NoDad,NoBro,NoBro,Unrelated,14.68,20.68,6,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,3
Django_Porkpie,Django,Porkpie,NoDad,NoBro,NoBro,Unrelated,17.68,20.68,3,309,44.26,2655.6,46,0,2,2,11,0,0,0,0,23
Erroll_Porkpie,Erroll,Porkpie,NoDad,NoBro,NoBro,Unrelated,12.67,20.68,8.01,314,46.36,2781.6,48,0,1,1,12,0,0,0,0,16
Evans_Porkpie,Evans,Porkpie,NoDad,NoBro,NoBro,Unrelated,18.68,20.68,2,313,45.11,2706.6,47,9,6,15,8,11.92,1.42,4.75,18.09,15
Haden_Porkpie,Haden,Porkpie,NoDad,NoBro,NoBro,Unrelated,15.68,20.68,5,313,43.21,2592.6,46,0,2,2,5,0,0,0,0,21
Hawkins_Porkpie,Hawkins,Porkpie,NoDad,NoBro,NoBro,Unrelated,19.68,20.68,1,248,35.25,2115,38,0,0,0,0,0,0,0,0,6
Hicks_Porkpie,Hicks,Porkpie,NoDad,NoBro,NoBro,Unrelated,17.68,20.68,3,325,47.07,2824.2,50,1,10,11,8,7.26,0,0,7.26,20
Lovano_Porkpie,Lovano,Porkpie,NoDad,NoBro,NoBro,Unrelated,14.93,20.68,5.75,310,44.5,2670,46,1,1,2,8,9.29,0,0,9.29,18
Mitchell_Porkpie,Mitchell,Porkpie,NoDad,NoBro,NoBro,Unrelated,15.68,20.68,5,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,3
Peterson_Porkpie,Peterson,Porkpie,NoDad,NoBro,NoBro,Unrelated,19.68,20.68,1,289,40.94,2456.4,43,1,0,1,4,0.33,0,0,0.33,16
Wayne_Porkpie,Wayne,Porkpie,NoDad,NoBro,NoBro,Unrelated,18.68,20.68,2,300,43.77,2626.2,45,0,1,1,3,0,0,0,0,8
Wes_Porkpie,Wes,Porkpie,NoDad,NoBro,NoBro,Unrelated,17.26,20.68,3.42,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,2
Wilson_Porkpie,Wilson,Porkpie,NoDad,NoBro,NoBro,Unrelated,14.76,20.68,5.92,321,46.98,2818.8,48,0,2,2,12,0,0,0,0,17
Abrams_Cash,Abrams,Cash,NoDad,NoBro,NoBro,Unrelated,14.76,21.68,6.92,297,42.85,2571,45,0,0,0,1,0,0,0,0,13
Barron_Cash,Barron,Cash,NoDad,NoBro,NoBro,Unrelated,13.51,21.68,8.17,283,41.91,2514.6,45,0,3,3,1,0.33,0,0,0.33,8
Benny_Cash,Benny,Cash,NoDad,NoBro,NoBro,Unrelated,14.26,21.68,7.42,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,1
Booker_Cash,Booker,Cash,NoDad,NoBro,NoBro,Unrelated,12.39,21.68,9.29,305,43.99,2639.4,46,0,2,2,3,1.62,0,0,1.62,12
Buckner_Cash,Buckner,Cash,NoDad,NoBro,NoBro,Unrelated,14.68,21.68,7,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,1
Django_Cash,Django,Cash,NoDad,NoBro,NoBro,Unrelated,17.68,21.68,4,309,44.26,2655.6,46,0,0,0,0,0,0,0,0,8
Erroll_Cash,Erroll,Cash,NoDad,NoBro,NoBro,Unrelated,12.67,21.68,9.01,314,46.36,2781.6,48,0,1,1,0,0,0,0,0,7
Evans_Cash,Evans,Cash,NoDad,NoBro,NoBro,Unrelated,18.68,21.68,3,313,45.11,2706.6,47,5,4,9,1,25.81,0.63,3.92,30.36,12
Haden_Cash,Haden,Cash,NoDad,NoBro,NoBro,Unrelated,15.68,21.68,6,313,43.21,2592.6,46,0,3,3,3,0,0,0,0,11
Hawkins_Cash,Hawkins,Cash,NoDad,NoBro,NoBro,Unrelated,19.68,21.68,2,248,35.25,2115,38,1,15,16,16,4.23,0,0,4.23,23
Hicks_Cash,Hicks,Cash,NoDad,NoBro,NoBro,Unrelated,17.68,21.68,4,325,47.07,2824.2,50,0,8,8,5,0,0,0,0,14
Lovano_Cash,Lovano,Cash,NoDad,NoBro,NoBro,Unrelated,14.93,21.68,6.75,310,44.5,2670,46,0,0,0,4,0,0,0,0,13
Mitchell_Cash,Mitchell,Cash,NoDad,NoBro,NoBro,Unrelated,15.68,21.68,6,252,35.89,2153.4,38,1,5,6,14,7.8,0,0,7.8,16
Peterson_Cash,Peterson,Cash,NoDad,NoBro,NoBro,Unrelated,19.68,21.68,2,289,40.94,2456.4,43,0,0,0,0,0,0,0,0,9
Porkpie_Cash,Porkpie,Cash,NoDad,NoBro,NoBro,Unrelated,20.68,21.68,1,300,43.38,2602.8,45,1,1,2,3,0,0,0.67,0.67,5
Wayne_Cash,Wayne,Cash,NoDad,NoBro,NoBro,Unrelated,18.68,21.68,3,300,43.77,2626.2,45,0,0,0,0,0,0,0,0,1
Wes_Cash,Wes,Cash,NoDad,NoBro,NoBro,Unrelated,17.26,21.68,4.42,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,1
Wilson_Cash,Wilson,Cash,NoDad,NoBro,NoBro,Unrelated,14.76,21.68,6.92,321,46.98,2818.8,48,0,0,0,0,0,0,0,0,8
Abrams_Southpaw,Abrams,Southpaw,NoDad,NoBro,NoBro,Unrelated,14.76,21.68,6.92,297,42.85,2571,45,0,0,0,0,0,0,0,0,1
Barron_Southpaw,Barron,Southpaw,NoDad,NoBro,NoBro,Unrelated,13.51,21.68,8.17,283,41.91,2514.6,45,0,0,0,0,0,0,0,0,0
Benny_Southpaw,Benny,Southpaw,NoDad,NoBro,NoBro,Unrelated,14.26,21.68,7.42,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,0
Booker_Southpaw,Booker,Southpaw,NoDad,NoBro,NoBro,Unrelated,12.39,21.68,9.29,305,43.99,2639.4,46,0,0,0,0,0,0,0,0,2
Buckner_Southpaw,Buckner,Southpaw,NoDad,NoBro,NoBro,Unrelated,14.68,21.68,7,298,41.71,2502.6,45,0,0,0,0,0,0,0,0,0
Django_Southpaw,Django,Southpaw,NoDad,NoBro,NoBro,Unrelated,17.68,21.68,4,309,44.26,2655.6,46,0,0,0,0,0,0,0,0,1
Erroll_Southpaw,Erroll,Southpaw,NoDad,NoBro,NoBro,Unrelated,12.67,21.68,9.01,314,46.36,2781.6,48,0,0,0,0,0,0,0,0,0
Evans_Southpaw,Evans,Southpaw,NoDad,NoBro,NoBro,Unrelated,18.68,21.68,3,313,45.11,2706.6,47,0,0,0,0,0,0,0,0,2
Haden_Southpaw,Haden,Southpaw,NoDad,NoBro,NoBro,Unrelated,15.68,21.68,6,313,43.21,2592.6,46,0,0,0,0,0,0,0,0,3
Hawkins_Southpaw,Hawkins,Southpaw,NoDad,NoBro,NoBro,Unrelated,19.68,21.68,2,248,35.25,2115,38,8,10,18,17,17.12,8.62,18.24,43.98,14
Hicks_Southpaw,Hicks,Southpaw,NoDad,NoBro,NoBro,Unrelated,17.68,21.68,4,325,47.07,2824.2,50,0,0,0,4,0,0,0,0,4
Lovano_Southpaw,Lovano,Southpaw,NoDad,NoBro,NoBro,Unrelated,14.93,21.68,6.75,310,44.5,2670,46,0,0,0,0,0,0,0,0,0
Mitchell_Southpaw,Mitchell,Southpaw,NoDad,NoBro,NoBro,Unrelated,15.68,21.68,6,252,35.89,2153.4,38,0,7,7,15,0.03,0,0,0.03,21
Peterson_Southpaw,Peterson,Southpaw,NoDad,NoBro,NoBro,Unrelated,19.68,21.68,2,289,40.94,2456.4,43,0,0,0,0,0,0,0,0,0
Porkpie_Southpaw,Porkpie,Southpaw,NoDad,NoBro,NoBro,Unrelated,20.68,21.68,1,300,43.38,2602.8,45,0,0,0,0,0,0,0,0,0
Wayne_Southpaw,Wayne,Southpaw,NoDad,NoBro,NoBro,Unrelated,18.68,21.68,3,300,43.77,2626.2,45,0,0,0,0,0,0,0,0,0
Wes_Southpaw,Wes,Southpaw,NoDad,NoBro,NoBro,Unrelated,17.26,21.68,4.42,316,43.43,2605.8,46,0,0,0,0,0,0,0,0,0
Wilson_Southpaw,Wilson,Southpaw,NoDad,NoBro,NoBro,Unrelated,14.76,21.68,6.92,321,46.98,2818.8,48,0,0,0,0,0,0,0,0,2
Abrams_Jackson,Abrams,Jackson,NoDad,NoBro,NoBro,Unrelated,14.76,23.68,8.92,297,42.85,2571,45,3,6,9,22,0,0,0,0,24
Barron_Jackson,Barron,Jackson,NoDad,NoBro,NoBro,Unrelated,13.51,23.68,10.17,283,41.91,2514.6,45,2,5,7,14,0.67,0,0,0.67,24
Benny_Jackson,Benny,Jackson,NoDad,MatBro,NoBro,MatBro,14.26,23.68,9.42,314,43.22,2593.2,45,0,1,1,3,0,0,0,0,10
Booker_Jackson,Booker,Jackson,NoDad,NoBro,NoBro,Unrelated,12.39,23.68,11.29,305,43.99,2639.4,46,1,2,3,12,0,0,0,0,17
Buckner_Jackson,Buckner,Jackson,NoDad,NoBro,NoBro,Unrelated,14.68,23.68,9,298,41.71,2502.6,45,2,2,4,2,21.44,0,0,21.44,7
Django_Jackson,Django,Jackson,NoDad,NoBro,NoBro,Unrelated,17.68,23.68,6,309,44.26,2655.6,46,0,3,3,10,0,0,0,0,25
Erroll_Jackson,Erroll,Jackson,NoDad,NoBro,NoBro,Unrelated,12.67,23.68,11.01,314,46.36,2781.6,48,0,0,0,3,0,0,0,0,15
Evans_Jackson,Evans,Jackson,NoDad,NoBro,NoBro,Unrelated,18.68,23.68,5,313,45.11,2706.6,47,4,3,7,7,14.26,0,0,14.26,16
Haden_Jackson,Haden,Jackson,NoDad,NoBro,Bro,Pat_Bro,15.68,23.68,8,313,43.21,2592.6,46,4,4,8,1,32.52,0,0,32.52,18
Hawkins_Jackson,Hawkins,Jackson,NoDad,NoBro,NoBro,Unrelated,19.68,23.68,4,248,35.25,2115,38,0,0,0,0,0,0,0,0,5
Hicks_Jackson,Hicks,Jackson,NoDad,NoBro,NoBro,Unrelated,17.68,23.68,6,325,47.07,2824.2,50,0,3,3,10,1.2,0,0,1.2,25
Lovano_Jackson,Lovano,Jackson,NoDad,NoBro,NoBro,Unrelated,14.93,23.68,8.75,310,44.5,2670,46,1,6,7,15,9.52,0,0,9.52,21
Mitchell_Jackson,Mitchell,Jackson,NoDad,NoBro,NoBro,Unrelated,15.68,23.68,8,252,35.89,2153.4,38,0,0,0,0,0,0,0,0,3
Peterson_Jackson,Peterson,Jackson,NoDad,NoBro,NoBro,Unrelated,19.68,23.68,4,289,40.94,2456.4,43,1,5,6,12,1.03,0,0,1.03,23
Porkpie_Jackson,Porkpie,Jackson,NoDad,NoBro,NoBro,Unrelated,20.68,23.68,3,300,43.38,2602.8,45,0,1,1,2,0,0,4.55,4.55,17
Wayne_Jackson,Wayne,Jackson,NoDad,NoBro,NoBro,Unrelated,18.68,23.68,5,300,43.77,2626.2,45,0,3,3,7,0,0,0,0,11
Wes_Jackson,Wes,Jackson,NoDad,NoBro,NoBro,Unrelated,17.26,23.68,6.42,316,43.43,2605.8,46,1,1,2,4,0,0,0,0,8
Wilson_Jackson,Wilson,Jackson,NoDad,NoBro,NoBro,Unrelated,14.76,23.68,8.92,321,46.98,2818.8,48,2,4,6,6,16.1,0,0,16.1,25
Abrams_Carter,Abrams,Carter,NoDad,NoBro,NoBro,Unrelated,14.76,24.68,9.92,297,42.85,2571,45,0,3,3,6,0,0,0,0,16
Barron_Carter,Barron,Carter,NoDad,NoBro,NoBro,Unrelated,13.51,24.68,11.17,283,41.91,2514.6,45,2,1,3,5,13.12,0,0.23,13.35,20
Benny_Carter,Benny,Carter,NoDad,NoBro,NoBro,Unrelated,14.26,24.68,10.42,314,43.22,2593.2,45,0,2,2,10,0,0,0,0,11
Booker_Carter,Booker,Carter,NoDad,NoBro,NoBro,Unrelated,12.39,24.68,12.29,305,43.99,2639.4,46,0,0,0,1,0,0,0,0,13
Buckner_Carter,Buckner,Carter,NoDad,NoBro,NoBro,Unrelated,14.68,24.68,10,298,41.71,2502.6,45,1,0,1,4,1.2,0,0,1.2,15
Django_Carter,Django,Carter,NoDad,NoBro,NoBro,Unrelated,17.68,24.68,7,309,44.26,2655.6,46,1,5,6,13,3.45,0,0,3.45,23
Erroll_Carter,Erroll,Carter,NoDad,NoBro,NoBro,Unrelated,12.67,24.68,12.01,314,46.36,2781.6,48,0,4,4,1,0,0,0,0,16
Evans_Carter,Evans,Carter,NoDad,NoBro,NoBro,Unrelated,18.68,24.68,6,313,45.11,2706.6,47,1,3,4,2,7.16,0,0,7.16,13
Haden_Carter,Haden,Carter,NoDad,NoBro,NoBro,Unrelated,15.68,24.68,9,313,43.21,2592.6,46,0,1,1,1,0,0,0,0,16
Hawkins_Carter,Hawkins,Carter,NoDad,NoBro,NoBro,Unrelated,19.68,24.68,5,248,35.25,2115,38,0,0,0,1,0,0,0,0,10
Hicks_Carter,Hicks,Carter,NoDad,NoBro,NoBro,Unrelated,17.68,24.68,7,325,47.07,2824.2,50,0,0,0,4,0,0,0,0,15
Lovano_Carter,Lovano,Carter,NoDad,NoBro,NoBro,Unrelated,14.93,24.68,9.75,310,44.5,2670,46,0,1,1,6,0,0,0,0,22
Mitchell_Carter,Mitchell,Carter,NoDad,NoBro,NoBro,Unrelated,15.68,24.68,9,252,35.89,2153.4,38,1,5,6,0,6.32,0,0,6.32,5
Peterson_Carter,Peterson,Carter,NoDad,MatBro,NoBro,MatBro,19.68,24.68,5,289,40.94,2456.4,43,8,18,26,24,9.71,0.22,21.14,31.07,30
Porkpie_Carter,Porkpie,Carter,NoDad,NoBro,NoBro,Unrelated,20.68,24.68,4,300,43.38,2602.8,45,0,1,1,2,0,0,0.3,0.3,13
Wayne_Carter,Wayne,Carter,NoDad,NoBro,NoBro,Unrelated,18.68,24.68,6,300,43.77,2626.2,45,0,4,4,6,2.4,0,0,2.4,15
Wes_Carter,Wes,Carter,NoDad,NoBro,NoBro,Unrelated,17.26,24.68,7.42,316,43.43,2605.8,46,0,9,9,7,1.15,0,0,1.15,13
Wilson_Carter,Wilson,Carter,NoDad,NoBro,NoBro,Unrelated,14.76,24.68,9.92,321,46.98,2818.8,48,0,2,2,9,0.75,0,0,0.75,16
Abrams_Garett,Abrams,Garett,NoDad,NoBro,NoBro,Unrelated,14.76,25.68,10.92,297,42.85,2571,45,0,1,1,0,0,0,0,0,11
Barron_Garett,Barron,Garett,NoDad,MatBro,NoBro,MatBro,13.51,25.68,12.17,283,41.91,2514.6,45,0,9,9,3,0,0,0,0,17
Benny_Garett,Benny,Garett,NoDad,NoBro,NoBro,Unrelated,14.26,25.68,11.42,314,43.22,2593.2,45,0,0,0,0,0,0,0,0,2
